id,nome,instituicao_nome,tipo,nota_ultimo_colocado,distrito,area,peso_secundario,peso_exames,nota_minima_p_ingresso,vagas,history
3110_3112_9876,Educação Básica (regime pós-laboral),Instituto Politécnico de Lisboa,publica,14.6,Lisboa,Educação e Desporto,0.5,0.5,95.0,39,"[{""year"": 2019, ""nota"": 11.8}, {""year"": 2020, ""nota"": 13.3}, {""year"": 2021, ""nota"": 13.4}, {""year"": 2022, ""nota"": 14.3}, {""year"": 2023, ""nota"": 14.5}, {""year"": 2024, ""nota"": 14.6}]"
3110_3112_L134,Mediação Artística e Cultural,Instituto Politécnico de Lisboa,publica,14.1,Lisboa,"Direito, Ciências Sociais e Humanas",0.5,0.5,95.0,30,"[{""year"": 2019, ""nota"": 13.0}, {""year"": 2020, ""nota"": 13.5}, {""year"": 2021, ""nota"": 14.6}, {""year"": 2022, ""nota"": 14.7}, {""year"": 2023, ""nota"": 14.6}, {""year"": 2024, ""nota"": 14.1}]"
3110_3113_8438,Relações Públicas e Comunicação Empresarial (regime pós-laboral),Instituto Politécnico de Lisboa,publica,15.3,Lisboa,"Economia, Gestão e Contabilidade",0.5,0.5,95.0,35,"[{""year"": 2019, ""nota"": 14.3}, {""year"": 2020, ""nota"": 15.5}, {""year"": 2021, ""nota"": 15.4}, {""year"": 2022, ""nota"": 15.2}, {""year"": 2023, ""nota"": 15.4}, {""year"": 2024, ""nota"": 15.3}]"
3110_3113_8439,Publicidade e Marketing  (regime pós-laboral),Instituto Politécnico de Lisboa,publica,15.7,Lisboa,"Economia, Gestão e Contabilidade",0.5,0.5,95.0,36,"[{""year"": 2019, ""nota"": 14.9}, {""year"": 2020, ""nota"": 15.8}, {""year"": 2021, ""nota"": 16.0}, {""year"": 2022, ""nota"": 15.6}, {""year"": 2023, ""nota"": 15.9}, {""year"": 2024, ""nota"": 15.7}]"
3110_3113_9010,Audiovisual e Multimédia,Instituto Politécnico de Lisboa,publica,16.1,Lisboa,Artes e Design,0.5,0.5,95.0,108,"[{""year"": 2019, ""nota"": 15.6}, {""year"": 2020, ""nota"": 16.4}, {""year"": 2021, ""nota"": 16.3}, {""year"": 2022, ""nota"": 16.1}, {""year"": 2023, ""nota"": 16.2}, {""year"": 2024, ""nota"": 16.1}]"
3110_3113_9191,Jornalismo,Instituto Politécnico de Lisboa,publica,16.3,Lisboa,"Direito, Ciências Sociais e Humanas",0.5,0.5,95.0,72,"[{""year"": 2019, ""nota"": 16.1}, {""year"": 2020, ""nota"": 16.3}, {""year"": 2021, ""nota"": 16.8}, {""year"": 2022, ""nota"": 16.6}, {""year"": 2023, ""nota"": 16.4}, {""year"": 2024, ""nota"": 16.3}]"
3110_3113_9222,Publicidade e Marketing,Instituto Politécnico de Lisboa,publica,16.5,Lisboa,"Economia, Gestão e Contabilidade",0.5,0.5,95.0,72,"[{""year"": 2019, ""nota"": 16.4}, {""year"": 2020, ""nota"": 17.0}, {""year"": 2021, ""nota"": 16.9}, {""year"": 2022, ""nota"": 16.6}, {""year"": 2023, ""nota"": 16.5}, {""year"": 2024, ""nota"": 16.5}]"
3110_3113_9231,Relações Públicas e Comunicação Empresarial,Instituto Politécnico de Lisboa,publica,16.0,Lisboa,"Economia, Gestão e Contabilidade",0.5,0.5,95.0,73,"[{""year"": 2019, ""nota"": 15.7}, {""year"": 2020, ""nota"": 16.3}, {""year"": 2021, ""nota"": 16.5}, {""year"": 2022, ""nota"": 16.2}, {""year"": 2023, ""nota"": 16.3}, {""year"": 2024, ""nota"": 16.0}]"
3110_3117_8015,Solicitadoria (regime pós-laboral),Instituto Politécnico de Lisboa,publica,14.9,Lisboa,"Direito, Ciências Sociais e Humanas",0.5,0.5,100.0,68,"[{""year"": 2019, ""nota"": 13.7}, {""year"": 2020, ""nota"": 14.2}, {""year"": 2021, ""nota"": 14.5}, {""year"": 2022, ""nota"": 14.9}, {""year"": 2023, ""nota"": 15.2}, {""year"": 2024, ""nota"": 14.9}]"
3110_3117_9056,Contabilidade,Instituto Politécnico de Lisboa,publica,,Lisboa,"Economia, Gestão e Contabilidade",0.5,0.5,100.0,205,
3110_3117_9147,Gestão,Instituto Politécnico de Lisboa,publica,16.5,Lisboa,"Economia, Gestão e Contabilidade",0.5,0.5,100.0,151,"[{""year"": 2019, ""nota"": 15.6}, {""year"": 2020, ""nota"": 16.0}, {""year"": 2021, ""nota"": 16.5}, {""year"": 2022, ""nota"": 16.5}, {""year"": 2023, ""nota"": 16.7}, {""year"": 2024, ""nota"": 16.5}]"
3110_3117_9242,Solicitadoria,Instituto Politécnico de Lisboa,publica,15.8,Lisboa,"Direito, Ciências Sociais e Humanas",0.5,0.5,100.0,72,"[{""year"": 2019, ""nota"": 14.8}, {""year"": 2020, ""nota"": 15.5}, {""year"": 2021, ""nota"": 15.9}, {""year"": 2022, ""nota"": 15.8}, {""year"": 2023, ""nota"": 15.9}, {""year"": 2024, ""nota"": 15.8}]"
3110_3117_9476,Finanças Empresariais,Instituto Politécnico de Lisboa,publica,16.3,Lisboa,"Economia, Gestão e Contabilidade",0.5,0.5,100.0,93,"[{""year"": 2019, ""nota"": 15.3}, {""year"": 2020, ""nota"": 15.6}, {""year"": 2021, ""nota"": 16.1}, {""year"": 2022, ""nota"": 16.4}, {""year"": 2023, ""nota"": 16.3}, {""year"": 2024, ""nota"": 16.3}]"
3110_3117_9869,Contabilidade (regime pós-laboral),Instituto Politécnico de Lisboa,publica,,Lisboa,"Economia, Gestão e Contabilidade",0.5,0.5,100.0,117,
3110_3117_9889,Finanças Empresariais (regime pós-laboral),Instituto Politécnico de Lisboa,publica,15.2,Lisboa,"Economia, Gestão e Contabilidade",0.5,0.5,100.0,40,"[{""year"": 2019, ""nota"": 14.0}, {""year"": 2020, ""nota"": 14.6}, {""year"": 2021, ""nota"": 14.3}, {""year"": 2022, ""nota"": 14.9}, {""year"": 2023, ""nota"": 15.1}, {""year"": 2024, ""nota"": 15.2}]"
3110_3117_9991,Gestão (regime pós-laboral),Instituto Politécnico de Lisboa,publica,15.6,Lisboa,"Economia, Gestão e Contabilidade",0.5,0.5,100.0,85,"[{""year"": 2019, ""nota"": 14.4}, {""year"": 2020, ""nota"": 14.8}, {""year"": 2021, ""nota"": 15.1}, {""year"": 2022, ""nota"": 15.6}, {""year"": 2023, ""nota"": 15.7}, {""year"": 2024, ""nota"": 15.6}]"
3110_3117_L035,Comércio e Negócios Internacionais (regime pós-laboral),Instituto Politécnico de Lisboa,publica,15.0,Lisboa,"Economia, Gestão e Contabilidade",0.5,0.5,100.0,36,"[{""year"": 2019, ""nota"": 13.8}, {""year"": 2020, ""nota"": 14.4}, {""year"": 2021, ""nota"": 14.5}, {""year"": 2022, ""nota"": 14.9}, {""year"": 2023, ""nota"": 15.2}, {""year"": 2024, ""nota"": 15.0}]"
3110_3118_9089,Engenharia Civil,Instituto Politécnico de Lisboa,publica,13.6,Lisboa,Ciências da Vida e Saúde,0.5,0.5,95.0,100,"[{""year"": 2019, ""nota"": 12.6}, {""year"": 2020, ""nota"": 12.7}, {""year"": 2021, ""nota"": 12.9}, {""year"": 2022, ""nota"": 12.9}, {""year"": 2023, ""nota"": 13.0}, {""year"": 2024, ""nota"": 13.6}]"
3110_3118_9108,Engenharia Electrónica e Telecomunicações e de Computadores,Instituto Politécnico de Lisboa,publica,12.9,Lisboa,Engenharia e Tecnologia,0.5,0.5,95.0,77,"[{""year"": 2019, ""nota"": 12.9}, {""year"": 2020, ""nota"": 13.3}, {""year"": 2021, ""nota"": 13.5}, {""year"": 2022, ""nota"": 13.1}, {""year"": 2023, ""nota"": 13.1}, {""year"": 2024, ""nota"": 12.9}]"
3110_3118_9109,Engenharia Electrotécnica,Instituto Politécnico de Lisboa,publica,13.3,Lisboa,Engenharia e Tecnologia,0.5,0.5,95.0,115,"[{""year"": 2019, ""nota"": 12.9}, {""year"": 2020, ""nota"": 13.0}, {""year"": 2021, ""nota"": 13.1}, {""year"": 2022, ""nota"": 13.0}, {""year"": 2023, ""nota"": 13.2}, {""year"": 2024, ""nota"": 13.3}]"
3110_3118_9121,Engenharia Informática e de Computadores,Instituto Politécnico de Lisboa,publica,15.0,Lisboa,Engenharia e Tecnologia,0.5,0.5,95.0,163,"[{""year"": 2019, ""nota"": 14.2}, {""year"": 2020, ""nota"": 15.6}, {""year"": 2021, ""nota"": 14.3}, {""year"": 2022, ""nota"": 15.4}, {""year"": 2023, ""nota"": 15.2}, {""year"": 2024, ""nota"": 15.0}]"
3110_3118_9123,Engenharia Mecânica,Instituto Politécnico de Lisboa,publica,15.0,Lisboa,Engenharia e Tecnologia,0.5,0.5,95.0,120,"[{""year"": 2019, ""nota"": 13.8}, {""year"": 2020, ""nota"": 14.1}, {""year"": 2021, ""nota"": 14.6}, {""year"": 2022, ""nota"": 14.5}, {""year"": 2023, ""nota"": 14.6}, {""year"": 2024, ""nota"": 15.0}]"
3110_3118_9126,Engenharia Química e Biológica,Instituto Politécnico de Lisboa,publica,13.7,Lisboa,Engenharia e Tecnologia,0.5,0.5,95.0,60,"[{""year"": 2019, ""nota"": 13.5}, {""year"": 2020, ""nota"": 13.7}, {""year"": 2021, ""nota"": 14.1}, {""year"": 2022, ""nota"": 14.1}, {""year"": 2023, ""nota"": 13.7}, {""year"": 2024, ""nota"": 13.7}]"
3110_3118_9455,Engenharia Biomédica,Instituto Politécnico de Lisboa,publica,15.7,Lisboa,Engenharia e Tecnologia,0.5,0.5,100.0,40,"[{""year"": 2019, ""nota"": 15.3}, {""year"": 2020, ""nota"": 15.5}, {""year"": 2021, ""nota"": 16.0}, {""year"": 2022, ""nota"": 15.8}, {""year"": 2023, ""nota"": 15.2}, {""year"": 2024, ""nota"": 15.7}]"
3110_3118_L052,Engenharia Informática e Multimédia,Instituto Politécnico de Lisboa,publica,14.3,Lisboa,Informática e Dados,0.5,0.5,95.0,107,"[{""year"": 2019, ""nota"": 13.6}, {""year"": 2020, ""nota"": 14.8}, {""year"": 2021, ""nota"": 13.5}, {""year"": 2022, ""nota"": 14.7}, {""year"": 2023, ""nota"": 14.4}, {""year"": 2024, ""nota"": 14.3}]"
3110_3118_L085,Tecnologias e Gestão Municipal,Instituto Politécnico de Lisboa,publica,13.6,Lisboa,Ciências da Vida e Saúde,0.5,0.5,95.0,29,"[{""year"": 2019, ""nota"": 12.9}, {""year"": 2020, ""nota"": 13.2}, {""year"": 2021, ""nota"": 12.8}, {""year"": 2022, ""nota"": 14.0}, {""year"": 2023, ""nota"": 13.7}, {""year"": 2024, ""nota"": 13.6}]"
3110_3118_L117,Matemática Aplicada à Tecnologia e à Empresa,Instituto Politécnico de Lisboa,publica,14.9,Lisboa,Informática e Dados,0.5,0.5,95.0,40,"[{""year"": 2019, ""nota"": 14.2}, {""year"": 2020, ""nota"": 14.5}, {""year"": 2021, ""nota"": 13.9}, {""year"": 2022, ""nota"": 15.4}, {""year"": 2023, ""nota"": 14.7}, {""year"": 2024, ""nota"": 14.9}]"
3110_3118_L119,"Engenharia Informática, Redes e Telecomunicações",Instituto Politécnico de Lisboa,publica,14.0,Lisboa,Informática e Dados,0.5,0.5,95.0,40,"[{""year"": 2019, ""nota"": 13.9}, {""year"": 2020, ""nota"": 14.7}, {""year"": 2021, ""nota"": 14.1}, {""year"": 2022, ""nota"": 14.8}, {""year"": 2023, ""nota"": 14.6}, {""year"": 2024, ""nota"": 14.0}]"
3110_3118_L213,Engenharia Física Aplicada,Instituto Politécnico de Lisboa,publica,13.2,Lisboa,Engenharia e Tecnologia,0.5,0.5,95.0,50,"[{""year"": 2022, ""nota"": 14.1}, {""year"": 2023, ""nota"": 14.0}, {""year"": 2024, ""nota"": 13.2}]"
3110_7220_8149,Dietética e Nutrição,Instituto Politécnico de Lisboa,publica,15.3,Lisboa,Ciências da Vida e Saúde,,,95.0,60,"[{""year"": 2019, ""nota"": 15.2}, {""year"": 2020, ""nota"": 16.1}, {""year"": 2021, ""nota"": 16.6}, {""year"": 2022, ""nota"": 15.9}, {""year"": 2023, ""nota"": 16.0}, {""year"": 2024, ""nota"": 15.3}]"
3110_7220_8152,Ortoprotesia,Instituto Politécnico de Lisboa,publica,14.4,Lisboa,Ciências da Vida e Saúde,,,95.0,35,"[{""year"": 2019, ""nota"": 12.9}, {""year"": 2020, ""nota"": 14.7}, {""year"": 2021, ""nota"": 15.4}, {""year"": 2022, ""nota"": 14.9}, {""year"": 2023, ""nota"": 15.0}, {""year"": 2024, ""nota"": 14.4}]"
3110_7220_9504,Fisioterapia,Instituto Politécnico de Lisboa,publica,16.8,Lisboa,Ciências da Vida e Saúde,,,95.0,60,"[{""year"": 2019, ""nota"": 16.0}, {""year"": 2020, ""nota"": 16.7}, {""year"": 2021, ""nota"": 17.3}, {""year"": 2022, ""nota"": 16.7}, {""year"": 2023, ""nota"": 17.0}, {""year"": 2024, ""nota"": 16.8}]"
3110_7220_9549,Farmácia,Instituto Politécnico de Lisboa,publica,15.2,Lisboa,Ciências da Vida e Saúde,,,95.0,60,"[{""year"": 2019, ""nota"": 14.0}, {""year"": 2020, ""nota"": 15.5}, {""year"": 2021, ""nota"": 16.4}, {""year"": 2022, ""nota"": 15.5}, {""year"": 2023, ""nota"": 15.5}, {""year"": 2024, ""nota"": 15.2}]"
3110_7220_9861,Saúde Ambiental,Instituto Politécnico de Lisboa,publica,13.5,Lisboa,Ciências da Vida e Saúde,,,95.0,35,"[{""year"": 2019, ""nota"": 12.7}, {""year"": 2020, ""nota"": 13.8}, {""year"": 2021, ""nota"": 15.4}, {""year"": 2022, ""nota"": 14.7}, {""year"": 2023, ""nota"": 14.1}, {""year"": 2024, ""nota"": 13.5}]"
3110_7220_L066,Imagem Médica e Radioterapia,Instituto Politécnico de Lisboa,publica,15.1,Lisboa,Ciências da Vida e Saúde,,,95.0,70,"[{""year"": 2019, ""nota"": 13.5}, {""year"": 2020, ""nota"": 15.2}, {""year"": 2021, ""nota"": 16.0}, {""year"": 2022, ""nota"": 15.3}, {""year"": 2023, ""nota"": 15.4}, {""year"": 2024, ""nota"": 15.1}]"
3110_7220_L067,Fisiologia Clínica,Instituto Politécnico de Lisboa,publica,15.4,Lisboa,Ciências da Vida e Saúde,,,95.0,46,"[{""year"": 2019, ""nota"": 14.4}, {""year"": 2020, ""nota"": 15.5}, {""year"": 2021, ""nota"": 16.6}, {""year"": 2022, ""nota"": 16.1}, {""year"": 2023, ""nota"": 16.5}, {""year"": 2024, ""nota"": 15.4}]"
3110_7220_L068,Ciências Biomédicas Laboratoriais,Instituto Politécnico de Lisboa,publica,16.5,Lisboa,Ciências da Vida e Saúde,,,95.0,70,"[{""year"": 2019, ""nota"": 15.3}, {""year"": 2020, ""nota"": 16.5}, {""year"": 2021, ""nota"": 17.2}, {""year"": 2022, ""nota"": 16.9}, {""year"": 2023, ""nota"": 17.0}, {""year"": 2024, ""nota"": 16.5}]"
3110_7220_L161,Ortóptica e Ciências da Visão,Instituto Politécnico de Lisboa,publica,14.0,Lisboa,Ciências da Vida e Saúde,,,95.0,45,"[{""year"": 2019, ""nota"": 13.2}, {""year"": 2020, ""nota"": 15.1}, {""year"": 2021, ""nota"": 15.7}, {""year"": 2022, ""nota"": 15.0}, {""year"": 2023, ""nota"": 14.7}, {""year"": 2024, ""nota"": 14.0}]"
3120_3121_8014,Serviço Social (regime pós-laboral),Instituto Politécnico de Portalegre,publica,12.2,Portalegre,"Direito, Ciências Sociais e Humanas",0.5,0.5,95.0,30,"[{""year"": 2020, ""nota"": 12.9}, {""year"": 2021, ""nota"": 12.5}, {""year"": 2022, ""nota"": 12.0}, {""year"": 2023, ""nota"": 12.4}, {""year"": 2024, ""nota"": 12.2}]"
3120_3121_9084,Educação Social,Instituto Politécnico de Portalegre,publica,13.0,Portalegre,"Direito, Ciências Sociais e Humanas",0.5,0.5,95.0,40,"[{""year"": 2020, ""nota"": 11.9}, {""year"": 2021, ""nota"": 13.0}, {""year"": 2022, ""nota"": 12.4}, {""year"": 2023, ""nota"": 12.7}, {""year"": 2024, ""nota"": 13.0}]"
3120_3121_9238,Serviço Social,Instituto Politécnico de Portalegre,publica,13.1,Portalegre,"Direito, Ciências Sociais e Humanas",0.5,0.5,95.0,60,"[{""year"": 2019, ""nota"": 12.1}, {""year"": 2020, ""nota"": 12.7}, {""year"": 2021, ""nota"": 13.6}, {""year"": 2022, ""nota"": 13.3}, {""year"": 2023, ""nota"": 13.3}, {""year"": 2024, ""nota"": 13.1}]"
3120_3121_9254,Turismo,Instituto Politécnico de Portalegre,publica,12.2,Portalegre,"Economia, Gestão e Contabilidade",0.5,0.5,95.0,45,"[{""year"": 2019, ""nota"": 12.1}, {""year"": 2020, ""nota"": 12.1}, {""year"": 2021, ""nota"": 12.4}, {""year"": 2022, ""nota"": 12.8}, {""year"": 2023, ""nota"": 12.7}, {""year"": 2024, ""nota"": 12.2}]"
3120_3121_9773,Jornalismo e Comunicação,Instituto Politécnico de Portalegre,publica,13.4,Portalegre,"Direito, Ciências Sociais e Humanas",0.5,0.5,95.0,60,"[{""year"": 2019, ""nota"": 12.0}, {""year"": 2020, ""nota"": 12.7}, {""year"": 2021, ""nota"": 13.4}, {""year"": 2022, ""nota"": 13.6}, {""year"": 2023, ""nota"": 14.1}, {""year"": 2024, ""nota"": 13.4}]"
3120_3121_9853,Educação Básica,Instituto Politécnico de Portalegre,publica,13.4,Portalegre,Educação e Desporto,0.5,0.5,95.0,72,"[{""year"": 2020, ""nota"": 13.2}, {""year"": 2021, ""nota"": 13.4}, {""year"": 2022, ""nota"": 13.5}, {""year"": 2023, ""nota"": 13.9}, {""year"": 2024, ""nota"": 13.4}]"
3120_3124_9070,Design de Comunicação,Instituto Politécnico de Portalegre,publica,13.6,Portalegre,Artes e Design,0.5,0.5,95.0,40,"[{""year"": 2019, ""nota"": 13.3}, {""year"": 2020, ""nota"": 13.3}, {""year"": 2021, ""nota"": 13.8}, {""year"": 2022, ""nota"": 14.0}, {""year"": 2023, ""nota"": 14.1}, {""year"": 2024, ""nota"": 13.6}]"
3120_3124_9089,Engenharia Civil,Instituto Politécnico de Portalegre,publica,,Portalegre,Ciências da Vida e Saúde,0.5,0.5,95.0,25,
3120_3124_9119,Engenharia Informática,Instituto Politécnico de Portalegre,publica,15.1,Portalegre,Engenharia e Tecnologia,0.5,0.5,95.0,65,"[{""year"": 2019, ""nota"": 12.3}, {""year"": 2020, ""nota"": 13.5}, {""year"": 2021, ""nota"": 14.3}, {""year"": 2022, ""nota"": 13.6}, {""year"": 2023, ""nota"": 14.0}, {""year"": 2024, ""nota"": 15.1}]"
3120_3124_9147,Gestão,Instituto Politécnico de Portalegre,publica,13.6,Portalegre,"Economia, Gestão e Contabilidade",0.5,0.5,95.0,79,"[{""year"": 2019, ""nota"": 12.2}, {""year"": 2020, ""nota"": 12.9}, {""year"": 2021, ""nota"": 13.4}, {""year"": 2022, ""nota"": 13.4}, {""year"": 2023, ""nota"": 14.0}, {""year"": 2024, ""nota"": 13.6}]"
3120_3124_9670,Administração de Publicidade e Marketing,Instituto Politécnico de Portalegre,publica,13.5,Portalegre,"Economia, Gestão e Contabilidade",0.5,0.5,95.0,50,"[{""year"": 2019, ""nota"": 12.1}, {""year"": 2020, ""nota"": 12.7}, {""year"": 2021, ""nota"": 12.7}, {""year"": 2022, ""nota"": 13.3}, {""year"": 2023, ""nota"": 13.9}, {""year"": 2024, ""nota"": 13.5}]"
3120_3124_9991,Gestão (regime pós-laboral),Instituto Politécnico de Portalegre,publica,12.2,Portalegre,"Economia, Gestão e Contabilidade",0.5,0.5,95.0,41,"[{""year"": 2019, ""nota"": 13.3}, {""year"": 2020, ""nota"": 13.0}, {""year"": 2021, ""nota"": 12.7}, {""year"": 2022, ""nota"": 12.9}, {""year"": 2023, ""nota"": 13.7}, {""year"": 2024, ""nota"": 12.2}]"
3120_3124_L308,Design de Animação,Instituto Politécnico de Portalegre,publica,15.5,Portalegre,Artes e Design,0.5,0.5,95.0,40,"[{""year"": 2023, ""nota"": 16.1}, {""year"": 2024, ""nota"": 15.5}]"
3120_3125_9003,Agronomia,Instituto Politécnico de Portalegre,publica,12.3,Portalegre,Ciências da Vida e Saúde,0.5,0.5,95.0,55,"[{""year"": 2019, ""nota"": 13.6}, {""year"": 2020, ""nota"": 12.1}, {""year"": 2021, ""nota"": 13.2}, {""year"": 2022, ""nota"": 13.8}, {""year"": 2023, ""nota"": 12.9}, {""year"": 2024, ""nota"": 12.3}]"
3120_3125_9085,Enfermagem Veterinária,Instituto Politécnico de Portalegre,publica,13.1,Portalegre,Ciências da Vida e Saúde,0.5,0.5,95.0,65,"[{""year"": 2019, ""nota"": 12.8}, {""year"": 2020, ""nota"": 13.4}, {""year"": 2021, ""nota"": 14.4}, {""year"": 2022, ""nota"": 13.9}, {""year"": 2023, ""nota"": 13.4}, {""year"": 2024, ""nota"": 13.1}]"
3120_3125_9130,Equinicultura,Instituto Politécnico de Portalegre,publica,14.1,Portalegre,Ciências da Vida e Saúde,0.5,0.5,95.0,30,"[{""year"": 2019, ""nota"": 13.2}, {""year"": 2020, ""nota"": 13.8}, {""year"": 2021, ""nota"": 13.5}, {""year"": 2022, ""nota"": 13.2}, {""year"": 2023, ""nota"": 13.5}, {""year"": 2024, ""nota"": 14.1}]"
3120_3125_9563,Desporto,Instituto Politécnico de Portalegre,publica,,Portalegre,Educação e Desporto,0.5,0.5,95.0,35,
3120_7055_9500,Enfermagem,Instituto Politécnico de Portalegre,publica,13.2,Portalegre,Ciências da Vida e Saúde,0.5,0.5,95.0,90,"[{""year"": 2019, ""nota"": 12.3}, {""year"": 2020, ""nota"": 13.9}, {""year"": 2021, ""nota"": 14.3}, {""year"": 2022, ""nota"": 14.1}, {""year"": 2023, ""nota"": 14.0}, {""year"": 2024, ""nota"": 13.2}]"
3120_7055_9504,Fisioterapia,Instituto Politécnico de Portalegre,publica,14.6,Portalegre,Ciências da Vida e Saúde,0.5,0.5,95.0,30,"[{""year"": 2024, ""nota"": 14.6}]"
3120_7055_9556,Higiene Oral,Instituto Politécnico de Portalegre,publica,13.8,Portalegre,Ciências da Vida e Saúde,0.5,0.5,95.0,30,"[{""year"": 2020, ""nota"": 13.5}, {""year"": 2021, ""nota"": 13.5}, {""year"": 2022, ""nota"": 13.5}, {""year"": 2023, ""nota"": 13.6}, {""year"": 2024, ""nota"": 13.8}]"
3130_3131_8002,Línguas e Culturas Estrangeiras,Instituto Politécnico do Porto,publica,16.6,Porto,"Direito, Ciências Sociais e Humanas",0.5,0.5,95.0,70,"[{""year"": 2019, ""nota"": 15.3}, {""year"": 2020, ""nota"": 16.0}, {""year"": 2021, ""nota"": 16.5}, {""year"": 2022, ""nota"": 16.2}, {""year"": 2023, ""nota"": 16.6}, {""year"": 2024, ""nota"": 16.6}]"
3130_3131_8264,Artes Visuais e Tecnologias Artísticas,Instituto Politécnico do Porto,publica,17.0,Porto,Artes e Design,0.5,0.5,95.0,32,"[{""year"": 2019, ""nota"": 15.5}, {""year"": 2020, ""nota"": 15.9}, {""year"": 2021, ""nota"": 16.1}, {""year"": 2022, ""nota"": 16.5}, {""year"": 2023, ""nota"": 16.2}, {""year"": 2024, ""nota"": 17.0}]"
3130_3131_9084,Educação Social,Instituto Politécnico do Porto,publica,16.1,Porto,"Direito, Ciências Sociais e Humanas",0.5,0.5,95.0,58,"[{""year"": 2019, ""nota"": 14.7}, {""year"": 2020, ""nota"": 15.2}, {""year"": 2021, ""nota"": 15.7}, {""year"": 2022, ""nota"": 15.8}, {""year"": 2023, ""nota"": 15.9}, {""year"": 2024, ""nota"": 16.1}]"
3130_3131_9563,Desporto,Instituto Politécnico do Porto,publica,15.1,Porto,Educação e Desporto,0.5,0.5,95.0,35,"[{""year"": 2019, ""nota"": 13.9}, {""year"": 2020, ""nota"": 14.6}, {""year"": 2021, ""nota"": 15.4}, {""year"": 2022, ""nota"": 15.5}, {""year"": 2023, ""nota"": 14.7}, {""year"": 2024, ""nota"": 15.1}]"
3130_3131_9807,Tradução e Interpretação em Língua Gestual Portuguesa,Instituto Politécnico do Porto,publica,15.1,Porto,"Direito, Ciências Sociais e Humanas",0.5,0.5,95.0,33,"[{""year"": 2019, ""nota"": 13.4}, {""year"": 2020, ""nota"": 13.9}, {""year"": 2021, ""nota"": 14.4}, {""year"": 2022, ""nota"": 15.0}, {""year"": 2023, ""nota"": 15.3}, {""year"": 2024, ""nota"": 15.1}]"
3130_3131_9853,Educação Básica,Instituto Politécnico do Porto,publica,16.5,Porto,Educação e Desporto,0.5,0.5,95.0,150,"[{""year"": 2019, ""nota"": 15.1}, {""year"": 2020, ""nota"": 15.4}, {""year"": 2021, ""nota"": 16.5}, {""year"": 2022, ""nota"": 16.9}, {""year"": 2023, ""nota"": 16.7}, {""year"": 2024, ""nota"": 16.5}]"
3130_3131_9878,Educação Musical,Instituto Politécnico do Porto,publica,14.5,Porto,Educação e Desporto,0.4,0.45,95.0,30,"[{""year"": 2019, ""nota"": 12.6}, {""year"": 2020, ""nota"": 14.1}, {""year"": 2021, ""nota"": 14.7}, {""year"": 2022, ""nota"": 14.0}, {""year"": 2023, ""nota"": 14.5}, {""year"": 2024, ""nota"": 14.5}]"
3130_3131_9879,Educação Social (regime pós-laboral),Instituto Politécnico do Porto,publica,14.7,Porto,"Direito, Ciências Sociais e Humanas",0.5,0.5,95.0,32,"[{""year"": 2019, ""nota"": 13.1}, {""year"": 2020, ""nota"": 13.6}, {""year"": 2021, ""nota"": 14.5}, {""year"": 2022, ""nota"": 14.2}, {""year"": 2023, ""nota"": 14.6}, {""year"": 2024, ""nota"": 14.7}]"
3130_3131_L246,Gestão do Património Cultural,Instituto Politécnico do Porto,publica,14.2,Porto,"Direito, Ciências Sociais e Humanas",0.5,0.5,95.0,65,"[{""year"": 2022, ""nota"": 14.0}, {""year"": 2023, ""nota"": 13.9}, {""year"": 2024, ""nota"": 14.2}]"
3130_3131_L272,Tecnologias para a Educação STEAM,Instituto Politécnico do Porto,publica,13.8,Porto,Educação e Desporto,0.5,0.5,95.0,25,"[{""year"": 2022, ""nota"": 13.4}, {""year"": 2023, ""nota"": 13.5}, {""year"": 2024, ""nota"": 13.8}]"
3130_3134_8005,Marketing (regime pós-laboral),Instituto Politécnico do Porto,publica,15.7,Porto,"Economia, Gestão e Contabilidade",0.5,0.5,95.0,34,"[{""year"": 2019, ""nota"": 14.8}, {""year"": 2020, ""nota"": 15.0}, {""year"": 2021, ""nota"": 15.7}, {""year"": 2022, ""nota"": 15.6}, {""year"": 2023, ""nota"": 15.7}, {""year"": 2024, ""nota"": 15.7}]"
3130_3134_9009,Assessoria e Tradução,Instituto Politécnico do Porto,publica,16.5,Porto,"Direito, Ciências Sociais e Humanas",0.5,0.5,95.0,81,"[{""year"": 2019, ""nota"": 15.6}, {""year"": 2020, ""nota"": 16.6}, {""year"": 2021, ""nota"": 16.1}, {""year"": 2022, ""nota"": 16.4}, {""year"": 2023, ""nota"": 16.5}, {""year"": 2024, ""nota"": 16.5}]"
3130_3134_9043,Ciências e Tecnologias da Documentação e Informação,Instituto Politécnico do Porto,publica,15.2,Porto,"Direito, Ciências Sociais e Humanas",0.5,0.5,95.0,40,"[{""year"": 2019, ""nota"": 14.5}, {""year"": 2020, ""nota"": 14.4}, {""year"": 2021, ""nota"": 14.7}, {""year"": 2022, ""nota"": 15.0}, {""year"": 2023, ""nota"": 15.2}, {""year"": 2024, ""nota"": 15.2}]"
